









Frequency of observations in the selected location(s).:
Number of taxa: 	955

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Ovenbird	0.0113982	0.0118821	0.0126011	0.012636	0.01228	0.0121036	0.0099507	0.0133049	0.0126385	0.0129174	0.0166032	0.0188136	0.0210572	0.0279471	0.0529213	0.0650944	0.0569117	0.0278961	0.0083878	6.804E-4	5.24E-5	0.0	0.0	0.0	0.0	0.0	0.0	7.68E-5	8.839E-4	0.0043504	0.0150025	0.0406604	0.0771654	0.1028532	0.1279581	0.1361198	0.1373934	0.1305685	0.1016819	0.0623397	0.0328024	0.0217362	0.0155335	0.0133938	0.0139393	0.0125323	0.0160148	0.0117054	
Worm-eating Warbler	5.874E-4	7.799E-4	9.735E-4	7.309E-4	7.394E-4	4.64E-4	5.09E-4	5.322E-4	0.001007	9.574E-4	0.0013991	0.0055092	0.0223382	0.0428267	0.0510333	0.028898	0.0085528	0.001297	7.84E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.68E-5	4.42E-4	0.0018498	0.0063826	0.0187887	0.034178	0.0414535	0.0391479	0.038187	0.0331614	0.022396	0.0098484	0.0041884	0.0021148	0.0016805	0.0013234	0.0012434	0.0012094	8.937E-4	8.393E-4	9.443E-4	
Louisiana Waterthrush	5.422E-4	8.224E-4	7.031E-4	8.511E-4	9.424E-4	9.152E-4	0.0011877	0.0019923	0.0034734	0.0047428	0.0057987	0.0093901	0.0085447	0.0057123	0.0062448	0.0028933	8.909E-4	4.453E-4	1.568E-4	1.601E-4	5.24E-5	3.01E-5	9.3E-5	0.0011289	0.0019589	0.0035234	0.0054332	0.0087513	0.0121707	0.0168191	0.0195427	0.0193025	0.0147473	0.0109849	0.0079064	0.0049719	0.0034945	0.0030947	0.0021104	0.001039	7.424E-4	6.634E-4	4.99E-4	7.082E-4	4.305E-4	4.171E-4	7.051E-4	5.085E-4	
Northern Waterthrush	0.0069812	0.0069478	0.007923	0.0072092	0.0070461	0.0057489	0.004631	0.0065228	0.0069468	0.0074529	0.0090789	0.0116651	0.0154024	0.023755	0.0383258	0.0393259	0.0353694	0.0223788	0.0088581	9.406E-4	5.24E-5	3.01E-5	0.0	2.57E-5	3.5E-5	3.63E-5	0.0	1.535E-4	0.0010199	0.0084267	0.0219773	0.0409285	0.057874	0.0676148	0.0691264	0.0622215	0.0584422	0.0536892	0.037795	0.0277769	0.0167837	0.0143508	0.0119755	0.0104663	0.0086916	0.0087786	0.0088635	0.007264	
Louisiana/Northern Waterthrush	1.92E-4	1.56E-4	1.487E-4	2.103E-4	1.16E-4	2.32E-4	1.597E-4	2.32E-4	4.378E-4	7.365E-4	8.706E-4	0.0011264	0.0015152	0.0021805	0.0023672	0.0018187	6.949E-4	2.517E-4	1.829E-4	1.201E-4	0.0	0.0	0.0	0.0	7.0E-5	1.816E-4	1.468E-4	2.559E-4	4.759E-4	0.0023636	0.0033229	0.0050044	0.0044883	0.0038447	0.0027453	0.0021043	0.0016629	8.958E-4	5.329E-4	5.357E-4	3.375E-4	2.211E-4	2.386E-4	1.102E-4	8.2E-5	7.94E-5	2.182E-4	1.557E-4	
Golden-winged Warbler	1.13E-5	1.42E-5	1.35E-5	2.0E-5	0.0	1.289E-4	2.99E-5	1.365E-4	0.0	5.89E-5	3.11E-5	0.0	4.69E-5	0.0023033	0.0023963	0.001429	0.0017462	1.162E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	1.316E-4	6.032E-4	5.297E-4	9.829E-4	0.0036787	0.0052401	0.0076879	0.0063116	0.0041994	0.0012338	1.35E-4	0.0	6.51E-5	6.3E-5	1.64E-4	1.99E-5	1.68E-5	2.08E-5	
Blue-winged Warbler	4.745E-4	1.985E-4	1.217E-4	9.01E-5	2.9E-5	1.031E-4	5.99E-5	1.228E-4	4.38E-5	2.504E-4	2.487E-4	5.799E-4	0.0042489	0.0109178	0.0103984	0.004464	0.0024411	1.936E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74E-4	3.619E-4	0.0025022	0.0074712	0.0082965	0.0072201	0.0075508	0.0082663	0.0057822	0.0038371	0.0013312	4.275E-4	3.096E-4	8.68E-5	4.72E-5	7.585E-4	6.554E-4	3.022E-4	5.604E-4	
Golden-winged x Blue-winged Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61E-5	2.9E-5	1.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58E-5	2.89E-5	2.75E-5	4.13E-5	0.0015	6.11E-5	6.4E-5	1.62E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brewster's Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.452E-4	1.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7E-5	2.79E-5	5.78E-5	2.196E-4	2.06E-5	1.205E-4	1.629E-4	2.13E-5	1.62E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lawrence's Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54E-5	1.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	0.0	0.0	1.394E-4	3.469E-4	8.24E-5	1.238E-4	4.82E-5	0.0	2.13E-5	4.87E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden-winged/Blue-winged Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-and-white Warbler	0.0785333	0.0810056	0.0807712	0.0767074	0.0761881	0.0695798	0.0593848	0.0753947	0.0759037	0.0831455	0.0886747	0.0940682	0.1058954	0.1364034	0.1765688	0.1630667	0.0910873	0.0285736	0.0054351	6.004E-4	5.24E-5	6.02E-5	3.1E-5	3.849E-4	0.001784	0.0082456	0.0178414	0.0286847	0.0415434	0.0566917	0.0644185	0.0800474	0.0947841	0.1019281	0.1072311	0.1245255	0.1758327	0.213291	0.207009	0.1577973	0.1162482	0.0970281	0.0878856	0.0873192	0.0876535	0.0882423	0.0996643	0.0856941	
Prothonotary Warbler	2.26E-5	2.127E-4	0.0	1.0E-5	1.45E-5	0.0015	2.0E-5	4.09E-5	5.84E-5	2.651E-4	0.0024096	0.0121335	0.0285554	0.0382507	0.0372221	0.0197456	0.0130965	0.0097375	0.0100078	0.0114869	0.0094023	0.0087622	0.0086512	0.0066195	0.0043726	0.0030149	0.0034141	0.0071904	0.0112868	0.0204501	0.0275374	0.0346954	0.035098	0.031596	0.0199583	0.0144826	0.0080253	0.0039498	0.0010232	3.896E-4	4.5E-5	6.63E-5	6.51E-5	1.57E-5	4.1E-5	0.0	1.68E-5	2.08E-5	
Swainson's Warbler	1.13E-5	1.843E-4	1.758E-4	4.205E-4	1.595E-4	1.805E-4	6.99E-5	2.456E-4	1.605E-4	1.62E-4	4.975E-4	0.0022304	0.0075606	0.0098736	0.00761	0.0031768	0.0017997	0.0010647	0.0010191	0.0018011	0.0013095	8.13E-4	9.302E-4	5.131E-4	4.897E-4	5.085E-4	2.203E-4	7.68E-5	1.02E-4	1.713E-4	2.632E-4	0.0014522	0.0025647	0.0038736	0.0044748	0.0043737	0.0051092	0.0040109	0.0041568	0.0011851	6.524E-4	1.769E-4	8.68E-5	1.102E-4	3.69E-4	2.185E-4	5.04E-5	6.23E-5	
Tennessee Warbler	1.017E-4	1.418E-4	5.41E-5	1.202E-4	1.16E-4	5.16E-5	3.99E-5	5.46E-5	7.3E-5	8.84E-5	1.088E-4	3.457E-4	0.0040146	0.0088448	0.0218424	0.0135574	0.0141477	0.0013164	1.568E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	6.7E-5	6.691E-4	0.0048565	0.0168286	0.0344116	0.0498385	0.0529766	0.0605189	0.0379558	0.0134989	0.0037591	0.0013451	3.148E-4	1.435E-4	1.787E-4	2.014E-4	1.557E-4	
Orange-crowned Warbler	0.0490381	0.0467487	0.0446716	0.0421535	0.0421753	0.0344676	0.027846	0.0289843	0.0230002	0.0194276	0.0160902	0.0118324	0.0050456	0.0021037	0.0010456	6.141E-4	1.96E-4	1.94E-5	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.647E-4	5.364E-4	0.0018557	0.0028911	0.0078233	0.0149031	0.0281452	0.0362197	0.0448865	0.0509782	0.057602	0.0573784	0.0621622	0.0499139	
Nashville Warbler	0.0012878	0.0012761	0.0014332	0.0011715	0.0013628	8.121E-4	4.99E-4	6.55E-4	4.086E-4	1.915E-4	3.576E-4	3.011E-4	4.374E-4	3.225E-4	0.001278	6.731E-4	6.949E-4	1.162E-4	5.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	0.0	2.23E-5	5.58E-5	1.734E-4	0.0015374	0.0031358	0.0056153	0.0043978	0.0043913	0.0032956	0.0019573	0.0015479	0.0010847	9.129E-4	9.43E-4	7.944E-4	0.0010576	0.0011415	
Leiothlypis sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04E-5	0.0	1.62E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Connecticut Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.299E-4	0.0024589	0.0072596	0.0049386	2.401E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75E-5	8.25E-5	1.446E-4	2.04E-5	1.066E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MacGillivray's Warbler	0.0	1.42E-5	0.0	8.01E-5	3.77E-4	1.289E-4	4.99E-5	0.0	0.0015	1.767E-4	7.77E-5	6.69E-5	1.56E-5	3.07E-5	0.0	3.07E-4	3.92E-4	0.0	0.0	0.0	1.833E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.67E-5	0.0	2.063E-4	4.82E-5	4.07E-5	0.0	3.25E-5	6.75E-5	0.0019901	2.17E-5	0.0	0.0	0.0	0.0	0.0	
Mourning Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56E-5	0.0	1.45E-5	0.0	8.91E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79E-5	2.89E-5	2.75E-5	8.25E-5	2.41E-5	4.276E-4	3.837E-4	0.0	0.0	0.0	0.0	1.57E-5	0.0	0.0	0.0	0.0	
Connecticut/MacGillivray's/Mourning Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75E-5	0.0	0.0	0.0	0.0	1.62E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MacGillivray's/Mourning Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Kentucky Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46E-5	0.0	4.66E-5	4.684E-4	0.0044833	0.0070021	0.0127511	0.0063417	0.0021382	5.033E-4	4.965E-4	4.403E-4	4.19E-4	2.108E-4	3.721E-4	1.539E-4	1.399E-4	1.09E-4	7.34E-5	5.12E-5	7.139E-4	0.0015757	0.0039151	0.004848	0.0073597	0.0074292	0.0056004	0.0027439	0.0022895	7.94E-4	2.132E-4	9.74E-5	2.25E-5	0.0	4.34E-5	0.0	0.0	0.0	0.0	0.0	
Common Yellowthroat	0.1180936	0.1175311	0.1221168	0.1175693	0.1111578	0.0971127	0.0822205	0.1075995	0.1028298	0.1087446	0.109693	0.1059898	0.101334	0.1097308	0.1386351	0.1625707	0.1446135	0.1129201	0.0795662	0.0557334	0.0513855	0.0481467	0.0492093	0.0498512	0.0423269	0.0382129	0.0346916	0.0285568	0.0219276	0.0201076	0.02076	0.0232569	0.0429874	0.0746105	0.1263383	0.17441	0.2031378	0.2244279	0.2222933	0.2003474	0.1708963	0.1522422	0.1429253	0.1453484	0.1395773	0.1324131	0.134833	0.1251064	
yellowthroat sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hooded Warbler	4.745E-4	2.41E-4	2.839E-4	1.001E-4	1.45E-4	1.547E-4	1.697E-4	2.73E-5	1.459E-4	4.124E-4	0.0032025	0.0203861	0.036694	0.0449764	0.0457034	0.0257449	0.0148961	0.0058657	0.0045205	0.0062237	0.0052905	0.0047876	0.0056124	0.0050031	0.0029034	0.0022521	0.0019824	0.0028403	0.0054054	0.0113041	0.0136865	0.02176	0.0314181	0.0332437	0.0281118	0.0289033	0.0300766	0.0292573	0.026433	0.0086366	0.0013274	6.855E-4	2.82E-4	1.731E-4	1.64E-4	1.39E-4	8.39E-5	8.3E-5	
American Redstart	0.0131378	0.0138389	0.0125064	0.0115947	0.0115261	0.010067	0.0081941	0.0104939	0.0110915	0.0108406	0.0138049	0.0156464	0.0242596	0.056447	0.0997865	0.1507847	0.1648017	0.1288718	0.0713875	0.014969	0.0020428	3.914E-4	0.0	2.57E-5	1.399E-4	1.816E-4	0.0012482	0.0096213	0.0291688	0.05378	0.0709656	0.0976743	0.1136851	0.131067	0.155411	0.2030244	0.2745457	0.2747577	0.2179233	0.1249878	0.0556605	0.0336547	0.0232134	0.0192014	0.0185925	0.0168818	0.0179956	0.0157317	
Kirtland's Warbler	0.0	0.0	0.0	0.0	0.0	1.29E-5	1.996E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.54E-5	1.45E-5	0.0016533	3.029E-4	3.87E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82E-5	4.276E-4	6.4E-5	1.461E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cape May Warbler	0.0017284	0.0020418	0.0014737	0.0012716	0.0014933	0.0014179	0.0011677	0.0012964	0.0013718	0.0024156	0.0031403	0.0045389	0.0126843	0.0362852	0.0965624	0.123292	0.0776166	0.0251084	0.0047818	2.001E-4	5.24E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.645E-4	0.0017202	0.0099802	0.0276067	0.0376929	0.0485847	0.068058	0.0781823	0.049903	0.0273873	0.0127115	0.0082036	0.0047295	0.0029432	0.0022139	0.0025025	0.0027027	0.0025009	
Cerulean Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46E-5	0.0	0.0	6.69E-5	1.875E-4	0.0013052	0.0034274	9.33E-4	0.0016571	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56E-5	0.0015298	0.0030487	0.0033229	0.0056299	0.007973	0.0045096	0.0022511	6.808E-4	3.374E-4	2.647E-4	2.132E-4	4.87E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Parula	0.0255527	0.0246859	0.026108	0.0262433	0.0320121	0.0520108	0.0864323	0.175407	0.2264707	0.2594671	0.2650447	0.2780671	0.2843039	0.2888841	0.3079425	0.3140995	0.2868572	0.2408046	0.2316958	0.2246548	0.208449	0.1911114	0.1814574	0.1447814	0.1114493	0.085543	0.0765419	0.083521	0.1013089	0.132429	0.1557493	0.1788164	0.1913802	0.1932761	0.1828364	0.1743481	0.184123	0.1910579	0.1601117	0.1078931	0.0595077	0.041593	0.0299605	0.0271023	0.0279811	0.0267726	0.0285546	0.0269493	
Cerulean Warbler x Northern Parula (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Magnolia Warbler	0.0027676	0.0025239	0.0025959	0.002353	0.0027982	0.00223	0.0018265	0.0024699	0.0021015	0.0029164	0.0034046	0.004182	0.0050769	0.0056201	0.0091058	0.0186709	0.0240369	0.0075887	0.0019859	8.0E-5	1.048E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4E-5	3.43E-5	6.58E-5	1.117E-4	2.788E-4	0.0032666	0.0121067	0.0323692	0.0589965	0.0752504	0.0754194	0.0358616	0.0148038	0.0073412	0.0047946	0.0033996	0.0034438	0.0034757	0.0036092	0.0030405	
Bay-breasted Warbler	0.0	0.0015	1.487E-4	1.101E-4	2.465E-4	0.0	0.0	1.36E-5	2.92E-5	0.0	0.0	0.0	1.56E-5	2.303E-4	0.0012635	0.0060819	0.0175332	0.0037556	7.055E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79E-5	1.156E-4	2.471E-4	0.0014648	0.0060973	0.0278321	0.0535695	0.0277119	0.0090218	0.0034495	0.0010414	3.777E-4	2.05E-5	1.99E-5	1.68E-5	1.04E-5	
Blackburnian Warbler	2.26E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.36E-5	0.0	0.0	4.66E-5	5.58E-5	2.812E-4	0.0015048	0.0038776	0.0038972	0.0049713	0.0011228	8.623E-4	1.001E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4E-5	8.564E-4	0.0021056	0.0053395	0.0165593	0.0293412	0.028551	0.0281812	0.0234974	0.0190976	0.0172881	0.0057145	0.0012824	4.644E-4	2.386E-4	2.046E-4	2.05E-5	0.0	0.0	3.11E-5	
Northern Yellow Warbler	0.0016493	0.0012619	0.0014061	0.0013818	0.0015368	9.539E-4	0.0011278	9.143E-4	9.632E-4	7.07E-4	8.706E-4	0.0010148	0.0021401	0.0058658	0.0152345	0.0139707	0.0138627	0.00453	0.0014894	2.001E-4	2.62E-5	6.02E-5	9.3E-5	2.57E-5	7.0E-5	1.09E-4	7.342E-4	0.0044012	0.0161142	0.0356935	0.0487251	0.0559192	0.0642859	0.0647819	0.0699775	0.068782	0.0531402	0.0368923	0.0209759	0.0079061	0.0028348	0.0022112	0.0017139	0.0018257	0.0017629	0.0011519	9.233E-4	0.0012764	
Mangrove Yellow Warbler	4.52E-5	2.84E-5	2.704E-4	4.01E-5	1.45E-5	1.29E-5	8.98E-5	1.638E-4	4.38E-5	4.42E-5	4.66E-5	1.227E-4	6.25E-5	1.075E-4	1.162E-4	3.425E-4	6.415E-4	1.742E-4	1.829E-4	2.401E-4	1.048E-4	3.914E-4	3.101E-4	3.592E-4	1.399E-4	2.906E-4	2.937E-4	1.024E-4	6.8E-5	6.85E-5	3.29E-4	1.34E-4	2.509E-4	5.78E-5	1.098E-4	1.032E-4	0.0	4.07E-5	6.4E-5	1.62E-5	6.75E-5	0.0	6.51E-5	4.72E-5	8.2E-5	7.94E-5	1.343E-4	8.3E-5	
Northern/Mangrove Yellow Warbler	6.326E-4	4.821E-4	8.112E-4	4.706E-4	6.234E-4	4.254E-4	5.589E-4	6.277E-4	6.859E-4	3.682E-4	3.731E-4	5.353E-4	4.374E-4	7.217E-4	0.0022946	0.0037318	0.0022095	0.0010454	5.226E-4	3.202E-4	2.357E-4	2.108E-4	2.171E-4	3.079E-4	1.049E-4	2.179E-4	0.0015	3.582E-4	3.06E-4	7.194E-4	0.001974	0.0020777	0.0021466	0.0019946	0.0026355	0.0011759	0.0014942	7.126E-4	0.0015988	4.708E-4	2.025E-4	3.538E-4	2.82E-4	3.62E-4	3.28E-4	3.972E-4	7.554E-4	4.566E-4	
Chestnut-sided Warbler	0.0	0.0	2.7E-5	3.0E-5	0.0	0.0	0.0	1.36E-5	1.46E-5	1.47E-5	1.55E-5	5.58E-5	7.81E-5	8.292E-4	0.0064336	0.0060229	0.0065928	7.356E-4	1.307E-4	6.0E-5	2.62E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4E-5	3.43E-5	0.0	8.043E-4	0.0034568	0.0106669	0.020123	0.0324311	0.0416205	0.037727	0.0287353	0.0081658	0.0014399	6.413E-4	4.34E-5	1.57E-5	2.05E-5	3.97E-5	0.0	1.04E-5	
Blackpoll Warbler	0.0	0.0	0.0	0.0	0.0	0.0	2.0E-5	1.36E-5	0.0	2.95E-5	1.55E-5	4.46E-5	3.749E-4	0.0098429	0.0577283	0.1070302	0.0899113	0.0609029	0.0312778	0.0043026	4.19E-4	6.02E-5	3.1E-5	5.13E-5	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	8.36E-5	2.313E-4	3.02E-4	0.0026613	0.0057117	0.0110962	0.0076954	0.0053736	0.0018674	0.0014594	5.641E-4	2.046E-4	2.46E-4	1.99E-5	1.68E-5	2.08E-5	
Bay-breasted/Blackpoll Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18E-5	1.78E-5	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41E-5	1.832E-4	1.279E-4	1.136E-4	6.75E-5	2.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Black-throated Blue Warbler	0.0039764	0.0033463	0.0037046	0.0027134	0.0033926	0.0027198	0.0022057	0.0029339	0.0027291	0.0032846	0.0036067	0.0038475	0.0083104	0.0246764	0.0659192	0.103263	0.0808596	0.0378659	0.0119937	5.803E-4	5.24E-5	3.01E-5	0.0	0.0	0.0	0.0	0.0	2.56E-5	0.0	2.74E-4	0.0010199	0.0084672	0.0151097	0.0287052	0.0441168	0.0662651	0.1040873	0.1128553	0.1004455	0.0655865	0.0345122	0.0199452	0.0086345	0.0064372	0.0063957	0.0050447	0.005204	0.0048772	
Palm Warbler	0.4300464	0.4360094	0.4409426	0.4274929	0.4216951	0.3790023	0.3401601	0.3838239	0.3634506	0.3414932	0.3237	0.3118915	0.2618252	0.2215961	0.1759734	0.1216033	0.0483233	0.0147902	0.003005	4.403E-4	1.048E-4	9.03E-5	0.0	5.13E-5	0.0	0.0	0.0	2.56E-5	1.36E-4	2.74E-4	2.303E-4	3.351E-4	6.969E-4	0.0064464	0.0398067	0.1167684	0.2206102	0.3581725	0.4754962	0.5223871	0.5193934	0.5044667	0.4919295	0.493492	0.4934506	0.4806157	0.4753903	0.4521097	
Magnolia x Palm Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pine Warbler	0.1142189	0.1179565	0.1203591	0.1241677	0.125656	0.1279453	0.1251871	0.1248891	0.1176574	0.1200124	0.1200155	0.1158594	0.0878843	0.0694532	0.0636391	0.059166	0.059139	0.058483	0.0640449	0.0670002	0.0617307	0.0559453	0.0512248	0.0405121	0.0282296	0.0229568	0.0201175	0.0187052	0.01812	0.023396	0.0313867	0.0372422	0.0437958	0.0492007	0.0554823	0.0672141	0.0823975	0.1046502	0.1344034	0.1267087	0.118813	0.1057624	0.1019655	0.1038922	0.1080909	0.1109434	0.1219406	0.111834	
Yellow-rumped Warbler	0.3784327	0.3940107	0.4210946	0.4449251	0.4739467	0.4560969	0.4354652	0.4808613	0.4448271	0.3917635	0.3191761	0.213987	0.1007248	0.064048	0.0424212	0.0171475	0.0038131	0.0011228	5.226E-4	2.001E-4	2.62E-5	0.0015	3.1E-5	0.0	0.0	0.0	0.0	2.56E-5	0.0	0.0	0.0	0.0	1.673E-4	5.78E-5	3.843E-4	0.0011347	0.0037837	0.0152496	0.0471318	0.1185103	0.2248695	0.2703432	0.3011672	0.3365598	0.3483796	0.3493148	0.3714789	0.3743955	
Yellow-throated Warbler	0.0621646	0.0635085	0.0664125	0.061438	0.0605735	0.0575019	0.0621494	0.0641503	0.0572963	0.0518905	0.0510222	0.0522143	0.0538459	0.0531302	0.0488258	0.0406132	0.0343359	0.0319614	0.0286386	0.0237342	0.0195118	0.013339	0.0102946	0.009493	0.0093049	0.0130403	0.0198972	0.0309621	0.0433452	0.0621039	0.0796513	0.106633	0.1330323	0.151389	0.1632076	0.1769681	0.1753025	0.1731208	0.1535461	0.1133641	0.0849082	0.0738988	0.0662776	0.0659458	0.0668266	0.0682224	0.0754574	0.0694021	
Pine x Yellow-throated Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19E-5	2.41E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Prairie Warbler	0.0384872	0.0365681	0.0390065	0.0355752	0.0373764	0.0350219	0.0303312	0.0393417	0.0391559	0.0457485	0.062464	0.0929084	0.1189546	0.1334244	0.1239816	0.0807185	0.0386301	0.0223595	0.0177946	0.0143286	0.0111833	0.0123152	0.0102326	0.0094161	0.0077308	0.0075191	0.0135095	0.0265353	0.0449091	0.0689206	0.0928771	0.1169322	0.1335898	0.1446246	0.1504145	0.1590196	0.14913	0.137837	0.1128094	0.0865288	0.0580904	0.0505484	0.0461665	0.0429986	0.0448722	0.0427408	0.0444183	0.0409688	
